NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
021;1;14;1:56.229;0;;42.040;0;36.244;0;37.945;0;121.6;25:21.230;11:29:54.982;0:42.040;0:36.244;0:37.945;188.2;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;42.040;36.244;37.945;31.339;31.339;10.701;42.040;21.168;1:03.208;15.076;1:18.284;14.598;1:32.882;23.347;1:56.229;
021;1;15;2:29.541;0;;49.003;0;51.526;0;49.012;0;94.5;27:50.771;11:32:24.523;0:49.003;0:51.526;0:49.012;149.2;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;49.003;51.526;49.012;37.363;37.363;11.640;49.003;33.626;1:22.629;17.900;1:40.529;20.564;2:01.093;28.448;2:29.541;
021;1;16;2:32.261;0;;52.101;0;49.969;0;50.191;0;92.8;30:23.032;11:34:56.784;0:52.101;0:49.969;0:50.191;122.0;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;52.101;49.969;50.191;39.964;39.964;12.137;52.101;31.931;1:24.032;18.038;1:42.070;21.014;2:03.084;29.177;2:32.261;
021;1;17;2:08.644;0;;47.620;0;41.920;0;39.104;0;109.8;32:31.676;11:37:05.428;0:47.620;0:41.920;0:39.104;135.0;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;47.620;41.920;39.104;36.364;36.364;11.256;47.620;26.129;1:13.749;15.791;1:29.540;18.756;1:48.296;20.348;2:08.644;
021;1;18;1:45.692;0;;36.228;0;36.090;0;33.374;0;133.7;34:17.368;11:38:51.120;0:36.228;0:36.090;0:33.374;210.1;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;36.228;36.090;33.374;25.903;25.903;10.325;36.228;20.981;57.209;15.109;1:12.318;13.094;1:25.412;20.280;1:45.692;
021;1;19;2:12.495;0;;40.489;0;47.091;0;44.915;0;106.7;36:29.863;11:41:03.615;0:40.489;0:47.091;0:44.915;178.2;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;40.489;47.091;44.915;28.482;28.482;12.007;40.489;28.828;1:09.317;18.263;1:27.580;17.392;1:44.972;27.523;2:12.495;
021;1;20;2:23.606;0;;48.133;0;50.473;0;45.000;0;98.4;38:53.469;11:43:27.221;0:48.133;0:50.473;0:45.000;128.1;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;48.133;50.473;45.000;35.920;35.920;12.213;48.133;33.066;1:21.199;17.407;1:38.606;17.588;1:56.194;27.412;2:23.606;
021;1;21;2:21.878;0;;48.673;0;49.287;0;43.918;0;99.6;41:15.347;11:45:49.099;0:48.673;0:49.287;0:43.918;126.0;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;48.673;49.287;43.918;35.227;35.227;13.446;48.673;30.238;1:18.911;19.049;1:37.960;18.219;1:56.179;25.699;2:21.878;
021;1;22;2:13.024;0;;45.008;0;44.917;0;43.099;0;106.2;43:28.371;11:48:02.123;0:45.008;0:44.917;0:43.099;130.1;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;45.008;44.917;43.099;32.931;32.931;12.077;45.008;28.053;1:13.061;16.864;1:29.925;18.036;1:47.961;25.063;2:13.024;
021;1;23;2:09.319;0;;46.990;0;41.764;0;40.565;0;109.3;45:37.690;11:50:11.442;0:46.990;0:41.764;0:40.565;139.2;Michael Edwards;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FF;46.990;41.764;40.565;35.566;35.566;11.424;46.990;25.564;1:12.554;16.200;1:28.754;17.232;1:45.986;23.333;2:09.319;
03;1;1;1:58.828;0;;45.510;0;37.086;0;36.232;0;118.9;1:58.828;11:06:32.580;0:45.510;0:37.086;0:36.232;195.3;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;45.510;37.086;36.232;33.623;33.623;11.887;45.510;20.405;1:05.915;16.681;1:22.596;14.546;1:37.142;21.686;1:58.828;
03;1;2;2:05.194;0;;38.252;0;40.821;0;46.121;0;112.9;4:04.022;11:08:37.774;0:38.252;0:40.821;0:46.121;210.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;38.252;40.821;46.121;26.984;26.984;11.268;38.252;24.215;1:02.467;16.606;1:19.073;24.015;1:43.088;22.106;2:05.194;
03;1;3;2:11.264;0;;48.047;0;44.374;0;38.843;0;107.7;6:15.286;11:10:49.038;0:48.047;0:44.374;0:38.843;163.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;48.047;44.374;38.843;36.411;36.411;11.636;48.047;28.039;1:16.086;16.335;1:32.421;17.671;1:50.092;21.172;2:11.264;
03;1;4;1:47.256;0;;36.739;0;36.004;0;34.513;0;131.7;8:02.542;11:12:36.294;0:36.739;0:36.004;0:34.513;208.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;36.739;36.004;34.513;25.760;25.760;10.979;36.739;20.017;56.756;15.987;1:12.743;13.879;1:26.622;20.634;1:47.256;
03;1;5;1:45.049;0;;35.343;0;35.543;0;34.163;0;134.5;9:47.591;11:14:21.343;0:35.343;0:35.543;0:34.163;211.4;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;35.343;35.543;34.163;24.676;24.676;10.667;35.343;19.785;55.128;15.758;1:10.886;13.619;1:24.505;20.544;1:45.049;
03;1;6;1:43.860;0;;35.147;0;35.089;0;33.624;0;136.1;11:31.451;11:16:05.203;0:35.147;0:35.089;0:33.624;211.4;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;35.147;35.089;33.624;24.637;24.637;10.510;35.147;19.620;54.767;15.469;1:10.236;13.348;1:23.584;20.276;1:43.860;
03;1;7;1:43.309;0;;35.108;0;34.733;0;33.468;0;136.8;13:14.760;11:17:48.512;0:35.108;0:34.733;0:33.468;210.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;35.108;34.733;33.468;24.702;24.702;10.406;35.108;19.533;54.641;15.200;1:09.841;13.245;1:23.086;20.223;1:43.309;
03;1;8;1:42.760;0;;34.963;0;34.654;0;33.143;0;137.5;14:57.520;11:19:31.272;0:34.963;0:34.654;0:33.143;211.4;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;34.963;34.654;33.143;24.559;24.559;10.404;34.963;19.544;54.507;15.110;1:09.617;13.115;1:22.732;20.028;1:42.760;
03;1;9;1:43.389;0;;34.692;2;35.413;0;33.284;0;136.7;16:40.909;11:21:14.661;0:34.692;0:35.413;0:33.284;212.2;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;34.692;35.413;33.284;24.327;24.327;10.365;34.692;19.973;54.665;15.440;1:10.105;13.216;1:23.321;20.068;1:43.389;
03;1;10;1:44.399;0;;36.681;0;34.488;0;33.230;0;135.4;18:25.308;11:22:59.060;0:36.681;0:34.488;0:33.230;210.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;36.681;34.488;33.230;26.133;26.133;10.548;36.681;19.380;56.061;15.108;1:11.169;13.178;1:24.347;20.052;1:44.399;
03;1;11;1:42.343;2;;34.864;0;34.410;0;33.069;2;138.1;20:07.651;11:24:41.403;0:34.864;0:34.410;0:33.069;209.3;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;34.864;34.410;33.069;24.503;24.503;10.361;34.864;19.329;54.193;15.081;1:09.274;13.059;1:22.333;20.010;1:42.343;
03;1;12;1:42.497;0;;34.806;0;34.404;2;33.287;0;137.9;21:50.148;11:26:23.900;0:34.806;0:34.404;0:33.287;209.3;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;34.806;34.404;33.287;24.528;24.528;10.278;34.806;19.366;54.172;15.038;1:09.210;13.237;1:22.447;20.050;1:42.497;
03;1;13;1:42.526;0;;34.836;0;34.577;0;33.113;0;137.8;23:32.674;11:28:06.426;0:34.836;0:34.577;0:33.113;209.3;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;34.836;34.577;33.113;24.461;24.461;10.375;34.836;19.522;54.358;15.055;1:09.413;13.142;1:22.555;19.971;1:42.526;
03;1;14;1:50.562;0;;37.607;0;36.014;0;36.941;0;127.8;25:23.236;11:29:56.988;0:37.607;0:36.014;0:36.941;189.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;37.607;36.014;36.941;26.807;26.807;10.800;37.607;20.628;58.235;15.386;1:13.621;13.758;1:27.379;23.183;1:50.562;
03;1;15;2:29.408;0;;48.491;0;51.925;0;48.992;0;94.6;27:52.644;11:32:26.396;0:48.491;0:51.925;0:48.992;158.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;48.491;51.925;48.992;37.292;37.292;11.199;48.491;34.698;1:23.189;17.227;1:40.416;20.610;2:01.026;28.382;2:29.408;
03;1;16;2:32.286;0;;52.130;0;49.606;0;50.550;0;92.8;30:24.930;11:34:58.682;0:52.130;0:49.606;0:50.550;132.0;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;52.130;49.606;50.550;40.283;40.283;11.847;52.130;32.027;1:24.157;17.579;1:41.736;20.968;2:02.704;29.582;2:32.286;
03;1;17;2:08.045;0;;46.984;0;42.169;0;38.892;0;110.4;32:32.975;11:37:06.727;0:46.984;0:42.169;0:38.892;144.0;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;46.984;42.169;38.892;36.179;36.179;10.805;46.984;26.823;1:13.807;15.346;1:29.153;18.538;1:47.691;20.354;2:08.045;
03;1;18;1:48.445;0;;35.691;0;38.747;0;34.007;0;130.3;34:21.420;11:38:55.172;0:35.691;0:38.747;0:34.007;212.2;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;35.691;38.747;34.007;25.176;25.176;10.515;35.691;20.487;56.178;18.260;1:14.438;13.563;1:28.001;20.444;1:48.445;
03;1;19;2:10.406;0;;38.211;0;47.426;0;44.769;0;108.4;36:31.826;11:41:05.578;0:38.211;0:47.426;0:44.769;178.2;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;38.211;47.426;44.769;27.506;27.506;10.705;38.211;30.223;1:08.434;17.203;1:25.637;17.192;1:42.829;27.577;2:10.406;
03;1;20;2:24.213;0;;47.715;0;51.411;0;45.087;0;98.0;38:56.039;11:43:29.791;0:47.715;0:51.411;0:45.087;149.2;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;47.715;51.411;45.087;35.775;35.775;11.940;47.715;34.098;1:21.813;17.313;1:39.126;17.244;1:56.370;27.843;2:24.213;
03;1;21;2:21.193;0;;47.601;0;49.921;0;43.671;0;100.1;41:17.232;11:45:50.984;0:47.601;0:49.921;0:43.671;126.0;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;47.601;49.921;43.671;34.203;34.203;13.398;47.601;31.235;1:18.836;18.686;1:37.522;17.709;1:55.231;25.962;2:21.193;
03;1;22;2:13.160;0;;44.475;0;45.290;0;43.395;0;106.1;43:30.392;11:48:04.144;0:44.475;0:45.290;0:43.395;128.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FCY;44.475;45.290;43.395;32.703;32.703;11.772;44.475;28.453;1:12.928;16.837;1:29.765;18.057;1:47.822;25.338;2:13.160;
03;1;23;2:09.157;0;;46.443;0;42.091;0;40.623;0;109.4;45:39.549;11:50:13.301;0:46.443;0:42.091;0:40.623;137.1;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;FF;46.443;42.091;40.623;35.076;35.076;11.367;46.443;26.005;1:12.448;16.086;1:28.534;17.085;1:45.619;23.538;2:09.157;
11;1;1;1:58.679;0;;43.941;0;38.136;0;36.602;0;119.1;1:58.679;11:06:32.431;0:43.941;0:38.136;0:36.602;193.2;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;43.941;38.136;36.602;32.756;32.756;11.185;43.941;21.030;1:04.971;17.106;1:22.077;14.663;1:36.740;21.939;1:58.679;
11;1;2;2:04.574;0;;37.624;0;39.244;0;47.706;0;113.4;4:03.253;11:08:37.005;0:37.624;0:39.244;0:47.706;207.3;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;37.624;39.244;47.706;26.102;26.102;11.522;37.624;22.860;1:00.484;16.384;1:16.868;25.030;1:41.898;22.676;2:04.574;
11;1;3;2:10.859;0;;48.458;0;44.319;0;38.082;0;108.0;6:14.112;11:10:47.864;0:48.458;0:44.319;0:38.082;150.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;48.458;44.319;38.082;36.695;36.695;11.763;48.458;27.807;1:16.265;16.512;1:32.777;17.406;1:50.183;20.676;2:10.859;
11;1;4;1:45.945;0;;36.830;0;35.445;0;33.670;0;133.4;8:00.057;11:12:33.809;0:36.830;0:35.445;0:33.670;209.3;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;36.830;35.445;33.670;26.162;26.162;10.668;36.830;20.043;56.873;15.402;1:12.275;13.345;1:25.620;20.325;1:45.945;
11;1;5;1:44.247;0;;35.556;0;35.160;0;33.531;0;135.5;9:44.304;11:14:18.056;0:35.556;0:35.160;0:33.531;211.4;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;35.556;35.160;33.531;25.139;25.139;10.417;35.556;19.669;55.225;15.491;1:10.716;13.351;1:24.067;20.180;1:44.247;
11;1;6;1:44.757;0;;35.806;0;35.490;0;33.461;0;134.9;11:29.061;11:16:02.813;0:35.806;0:35.490;0:33.461;213.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;35.806;35.490;33.461;25.356;25.356;10.450;35.806;19.845;55.651;15.645;1:11.296;13.200;1:24.496;20.261;1:44.757;
11;1;7;1:43.630;0;;35.463;0;34.634;0;33.533;0;136.4;13:12.691;11:17:46.443;0:35.463;0:34.634;0:33.533;209.3;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;35.463;34.634;33.533;25.183;25.183;10.280;35.463;19.568;55.031;15.066;1:10.097;13.316;1:23.413;20.217;1:43.630;
11;1;8;1:43.064;0;;35.093;0;34.888;0;33.083;2;137.1;14:55.755;11:19:29.507;0:35.093;0:34.888;0:33.083;213.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;35.093;34.888;33.083;24.770;24.770;10.323;35.093;19.621;54.714;15.267;1:09.981;13.085;1:23.066;19.998;1:43.064;
11;1;9;1:45.415;0;;35.750;0;36.538;0;33.127;0;134.0;16:41.170;11:21:14.922;0:35.750;0:36.538;0:33.127;213.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;35.750;36.538;33.127;24.682;24.682;11.068;35.750;20.642;56.392;15.896;1:12.288;13.138;1:25.426;19.989;1:45.415;
11;1;10;1:56.132;0;;47.418;0;35.396;0;33.318;0;121.7;18:37.302;11:23:11.054;0:47.418;0:35.396;0:33.318;213.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;47.418;35.396;33.318;36.552;36.552;10.866;47.418;19.885;1:07.303;15.511;1:22.814;13.145;1:35.959;20.173;1:56.132;
11;1;11;1:43.326;0;;35.338;0;34.641;0;33.347;0;136.8;20:20.628;11:24:54.380;0:35.338;0:34.641;0:33.347;205.3;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;35.338;34.641;33.347;24.959;24.959;10.379;35.338;19.530;54.868;15.111;1:09.979;13.078;1:23.057;20.269;1:43.326;
11;1;12;1:42.811;2;;35.086;0;34.393;2;33.332;0;137.4;22:03.439;11:26:37.191;0:35.086;0:34.393;0:33.332;207.3;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;35.086;34.393;33.332;24.737;24.737;10.349;35.086;19.557;54.643;14.836;1:09.479;13.142;1:22.621;20.190;1:42.811;
11;1;13;1:43.606;0;;35.064;2;34.601;0;33.941;0;136.4;23:47.045;11:28:20.797;0:35.064;0:34.601;0:33.941;207.3;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;35.064;34.601;33.941;24.796;24.796;10.268;35.064;19.463;54.527;15.138;1:09.665;13.145;1:22.810;20.796;1:43.606;
11;1;14;1:52.385;0;;42.106;0;36.038;0;34.241;0;125.7;25:39.430;11:30:13.182;0:42.106;0:36.038;0:34.241;190.1;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;42.106;36.038;34.241;30.880;30.880;11.226;42.106;20.591;1:02.697;15.447;1:18.144;13.485;1:31.629;20.756;1:52.385;
11;1;15;2:16.341;0;;38.507;0;48.143;0;49.691;0;103.6;27:55.771;11:32:29.523;0:38.507;0:48.143;0:49.691;174.2;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;38.507;48.143;49.691;27.198;27.198;11.309;38.507;30.664;1:09.171;17.479;1:26.650;20.394;1:47.044;29.297;2:16.341;
11;1;16;2:31.403;0;;51.362;0;49.893;0;50.148;0;93.3;30:27.174;11:35:00.926;0:51.362;0:49.893;0:50.148;126.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;51.362;49.893;50.148;40.182;40.182;11.180;51.362;32.528;1:23.890;17.365;1:41.255;21.025;2:02.280;29.123;2:31.403;
11;1;17;2:06.750;0;;47.900;0;40.966;0;37.884;0;111.5;32:33.924;11:37:07.676;0:47.900;0:40.966;0:37.884;148.1;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;47.900;40.966;37.884;36.947;36.947;10.953;47.900;25.386;1:13.286;15.580;1:28.866;17.797;1:46.663;20.087;2:06.750;
11;1;18;1:48.252;0;;35.774;0;38.632;0;33.846;0;130.5;34:22.176;11:38:55.928;0:35.774;0:38.632;0:33.846;213.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;35.774;38.632;33.846;25.247;25.247;10.527;35.774;19.776;55.550;18.856;1:14.406;13.418;1:27.824;20.428;1:48.252;
11;1;19;2:11.099;0;;38.920;0;48.312;0;43.867;0;107.8;36:33.275;11:41:07.027;0:38.920;0:48.312;0:43.867;183.1;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;38.920;48.312;43.867;28.110;28.110;10.810;38.920;29.779;1:08.699;18.533;1:27.232;16.540;1:43.772;27.327;2:11.099;
11;1;20;2:24.785;0;;47.014;0;53.243;0;44.528;0;97.6;38:58.060;11:43:31.812;0:47.014;0:53.243;0:44.528;148.1;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;47.014;53.243;44.528;35.428;35.428;11.586;47.014;34.794;1:21.808;18.449;1:40.257;16.802;1:57.059;27.726;2:24.785;
11;1;21;2:20.544;0;;46.588;0;49.817;0;44.139;0;100.5;41:18.604;11:45:52.356;0:46.588;0:49.817;0:44.139;125.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;46.588;49.817;44.139;33.527;33.527;13.061;46.588;31.361;1:17.949;18.456;1:36.405;18.424;1:54.829;25.715;2:20.544;
11;1;22;2:13.511;0;;44.879;0;45.516;0;43.116;0;105.8;43:32.115;11:48:05.867;0:44.879;0:45.516;0:43.116;135.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;44.879;45.516;43.116;33.662;33.662;11.217;44.879;28.907;1:13.786;16.609;1:30.395;17.733;1:48.128;25.383;2:13.511;
11;1;23;2:10.256;0;;47.295;0;43.171;0;39.790;0;108.5;45:42.371;11:50:16.123;0:47.295;0:43.171;0:39.790;136.0;Farran Davis;;Am;Legends;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;47.295;43.171;39.790;35.805;35.805;11.490;47.295;26.055;1:13.350;17.116;1:30.466;16.509;1:46.975;23.281;2:10.256;
111;1;1;1:55.621;0;;41.297;0;38.695;0;35.629;0;122.2;1:55.621;11:06:29.373;0:41.297;0:38.695;0:35.629;189.1;Isabella Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;41.297;38.695;35.629;30.108;30.108;11.189;41.297;21.572;1:02.869;17.123;1:19.992;14.295;1:34.287;21.334;1:55.621;
